brand_name,model_name,os_name,os_vendor
SAMSUNG,GALAXY J5 DUOS (SM-J500H DD),Android,Google
SAMSUNG,GALAXY GRAND PRIME DUOS (SM-G532F DS),Android,Google
SAMSUNG,GALAXY J5 DUOS (SM-J500F DS),Android,Google
SAMSUNG,GURU MUSIC II (SM-B310E),Samsung OS,Samsung
SAMSUNG,GALAXY J7 DUOS LTE (SM-J700FDD),Android,Google
SAMSUNG,GALAXY GRAND PRIME VE DUOS (SM-G531HDS),Android,Google
NOKIA,108 DUAL SIM (RM-944),Series30,Symbian
MICROMAX,X088,Proprietary OS,Proprietary OS
SAMSUNG,GALAXY J2 PRIME DUOS (SM-G532G DS),Android,Google
SAMSUNG,GALAXY J7 CORE DUOS (SM-J701F),Android,Google
SYMPHONY,I10,Android,Google
XIAOMI,REDMI 5A (MCG3B),Android,Google
BLU,JANET L,MTK RTOS,Motorola
IMAX,"MX 115, MX 116, MX 117, MX 118, MX 119",Proprietary OS,Proprietary OS
SAMSUNG,GALAXY J2 (SM-J200H),Android,Google
HUAWEI,Y3II (LUA-L03),Android,Google
NOKIA,105 DUAL SIM (RM-1133),Symbian OS,Symbian
SAMSUNG,GALAXY J5 2017 PRO (SM-J530F DS),Android,Google
TECNO,SPARK,Android,Google
SYMPHONY,"B16, T49, ZV, BL55, T8PRO",Android,Google
SYMPHONY,"W60, W15, W125, T7I, T8I",Android,Google
QUECTEL WIRELESS,"M26,M35,M50,M72,GC65",Proprietary OS,Proprietary OS
SYMPHONY,I50,Android,Google
SIERRA WIRELESS,AIR PRIME Q2686,Proprietary OS,Proprietary OS
NOKIA,"1280, 1282",Symbian OS,Symbian
SAMSUNG,GALAXY J1 ACE DUOS (SM-J111F DS),Android,Google
OKAPIA,SLIM JIM,Android,Google
HTC,DESIRE 626D (0PLQ110),Android,Google
XIAOMI,REDMI 5 (MDG1),Android,Google
NOKIA,216 DUAL SIM (RM-1187),Nokia OS,Symbian
NOKIA,1200,Symbian OS,Symbian
SAMSUNG,GURU MUSIC II (SM-B310E),Samsung OS,Samsung
SB TEL,SYMPHONY BL46,Proprietary OS,Proprietary OS
WALTON,"PRIMO G5, HM, E4, F5, H4",Android,Google
WALTON DIGI-TECH,PRIMO F7S,Android,Google
LAVA,IRIS 505,Android,Google
SYMPHONY,"L25, FT42, W130, W69",Proprietary OS,Proprietary OS
SAMSUNG,GALAXY J2 2016 (SM-J210F),Android,Google
MICROMAX,Q351,Android,Google
SAMSUNG,GURU MUSIC II (SM-B310E),Samsung OS,Samsung
SAMSUNG,GALAXY J2 (SM-J200H),Android,Google
WALTON,PRIMO D8I,Android,Google
WALTON,PRIMO NH3I,Android,Google
WINSTAR,"W7000,W8000,W9000,W902,W903",Proprietary OS,Proprietary OS
SAMSUNG,GALAXY J2 DUOS (SM-J200F DS),Android,Google
SAMSUNG,GALAXY CORE PRIME (SM-G360H),Android,Google
SAMSUNG,GALAXY J7 DUOS LTE (SM-J700FDD),Android,Google
ITEL,IT5020,Proprietary OS,Proprietary OS
SYMPHONY,"B16, T49, ZV, BL55, T8PRO",Android,Google
OPPO,A37 (A37FW),Android,Google
WALTON,"PRIMO C1, C2, F2, G2, R2",Android,Google
SAMSUNG,GALAXY J3 DUOS HSPA (SM-J320F DD),Android,Google
SYMPHONY,"D27, W19, L25",Proprietary OS,Proprietary OS
SB TEL,"SYMPHONY B12, D115",Proprietary OS,Proprietary OS
SAMSUNG,GALAXY J7 DUOS LTE (SM-J700FDD),Android,Google
SAMSUNG,GALAXY J3 2016 DUOS (SM-J320F DS),Android,Google
SYMPHONY,"V60, P6, V40, T90, ZVI",Android,Google
MOTOROLA,L800T,RTK,NXP LTD
ITEL,S12,Android,Google
SAMSUNG,GALAXY J2 PRO 2018 (SM-J250F DS),Android,Google
WALTON,"PRIMO RM, WALPAD PRO, X4, ZX2, HM2",Android,Google
XIAOMI,REDMI NOTE 5 (M1803E7SG),Android,Google
LENOVO,"LENOVO A6600,LENOVO A6600 PLUS (A6600D40)",Android,Google
SAMSUNG,GALAXY J1 ACE DUOS (SM-J111F DS),Android,Google
SYMPHONY,I10,Android,Google
LAVA,IRIS 50,Android,Google
SAMSUNG,GALAXY NOTE 4 (USA),Android,Google
ALCATEL,20 08 (2008D),Android,Google
SAMSUNG,GALAXY J7 PRIME (SM-G610F DS),Android,Google
SYMPHONY,V46,Android,Google
APPLE,IPHONE 7 PLUS (A1784),iOS,Apple
NOKIA,E52,Series60,Symbian
SYMPHONY,V46,Android,Google
AG-TEL,A-6,Proprietary OS,Proprietary OS
HUAWEI,Y5II (CUN-L03),Android,Google
WALTON,PRIMO NX4,Android,Google
SAMSUNG,GALAXY J2 (SM-J200H),Android,Google
SAMSUNG,GALAXY CORE II DUOS (SM-G355H),Android,Google
MOTOROLA,"ASANTI,PHOTON,XT897,SPYDER,DROIDRAZR,XT912",Android,Google
APPLE,IPHONE 8 PLUS (A1864),iOS,Apple
SYMPHONY,"L25, FT42, W130, W69",Proprietary OS,Proprietary OS
HUAWEI,Y3II (LUA-U22),Android,Google
HUAWEI,Y3II (LUA-L03),Android,Google
SAMSUNG,SM-J600F DS,Samsung OS,Samsung
SAMSUNG,GALAXY J2 PRIME DUOS (SM-G532G DS),Android,Google
SYMPHONY,V65,Android,Google
LAVA,IRIS 505,Android,Google
LENOVO,VIBE P1M DUAL SIM TD-LTE,Android,Google
SYMPHONY,V46,Android,Google
SAMSUNG,GALAXY J7 DUOS LTE (SM-J710F DS),Android,Google
ITEL,IT1409,Android,Google
WALTON,PRIMO GH7,Android,Google
SAMSUNG,GALAXY ON7 PRO (SM-G615F DS),Android,Google
SAMSUNG,GALAXY J1 (SM-J110HDS),Android,Google
NOKIA,"105, 1050 (RM-908)",Series30,Symbian
SAMSUNG,METRO SM-B350ED,Samsung OS,Samsung
XIAOMI,REDMI 5 PLUS,Android,Google
SAMSUNG,GALAXY CORE PRIME TD-LTE (SM-G360M),Android,Google
SYMPHONY,V47,Android,Google
ONEPLUS,3 (A3000),Android,Google
WALTON,"OLVIO ML4, L16, ML5, MM11, MM12",Proprietary OS,Proprietary OS
OPPO,A37 (A37FW),Android,Google
VIVO,V5 (1601),Android,Google
GREYMARKET,HANDSET,Proprietary OS,Proprietary OS
ITEL,S12,Android,Google
NOKIA,2 DS (TA-1029),Android,Google
SAMSUNG,GALAXY C7 (SM-C701F DS),Android,Google
ITEL,A11,Android,Google
ITEL,IT1513,Android,Google
ZTE,MF65,Proprietary OS,Proprietary OS
ASUS,ZENFONE 3 MAX (ZC520TL),Android,Google
SAMSUNG,GALAXY J2 (SM-J200H),Android,Google
SAMSUNG,GALAXY J2 (SM-J200H),Android,Google
SYMPHONY,I50,Android,Google
LAVA,R1,Android,Google
KINGSTAR,"KS - E300, KS - E400,KS-C1,KS-C2,KS-C3",Proprietary OS,Proprietary OS
SAMSUNG,GALAXY J5 DUOS (SM-J500H DS),Android,Google
SAMSUNG,GALAXY J1(SM-J120G-DS),Android,Google
NOKIA,6 DS (TA-1021),Android,Google
SAMSUNG,GALAXY J1 (SM-J100H DS),Android,Google
SAMSUNG,GALAXY J5 2016 (SM-J510GN DS),Android,Google
SYMPHONY,I10 PLUS,Android,Google
QUECTEL WIRELESS,M35 SERIES,Proprietary OS,Proprietary OS
SAMSUNG,GALAXY STAR PRO DUOS (GT-S7262),Android,Google
SAMSUNG,GALAXY J7 PRIME2 (SM-G611F DS),Android,Google
HTC,DESIRE EYE 4G LTE NA (0PFH110),Android,Google
PEACE,"P60,P70,P80,P90,P100",Proprietary OS,Proprietary OS
SAMSUNG,GALAXY J7 DUOS LTE (SM-J700FDD),Android,Google
SAMSUNG,"GALAXY S DUOS (GT-S7562,GT-S7566)",Android,Google
SAMSUNG,GALAXY J4 2018 (SM-J400F DS),Android,Google
JIN HUI MA,MARS2,Android,Google
SAMSUNG,GURU MUSIC II (SM-B310E),Samsung OS,Samsung
SONY,XPERIA XA (F3112),Android,Google
SYMPHONY,V110,Android,Google
SUNUP,SPN266,Proprietary OS,Proprietary OS
NOKIA,XL (RM-1030),Android,Google
LAVA,IRIS 60,Android,Google
SAMSUNG,GURU MUSIC II (SM-B310E),Samsung OS,Samsung
WALTON,PRIMO GH7,Android,Google
ITEL,S11,Android,Google
SAMSUNG,GALAXY J2 2016 (SM-J210F),Android,Google
OPPO,CPH1729,Android,Google
HUAWEI,Y3 2017 (CRO-L22),Android,Google
WINSTAR,"W666,W777,W888,W999,W1000",Proprietary OS,Proprietary OS
SYMPHONY,"L25, FT42, W130, W69",Proprietary OS,Proprietary OS
SYMPHONY,I10,Android,Google
SAMSUNG,GALAXY J2 2016 (SM-J210F),Android,Google
SAMSUNG,GALAXY GRAND II DUOS (SM-G7102),Android,Google
SYMPHONY,"L25, FT42, W130, W69",Proprietary OS,Proprietary OS
SAMSUNG,GALAXY A5 (SM-A500F),Android,Google
SAMSUNG,GALAXY J7 DUOS (SM-J720F DS),Android,Google
SAMSUNG,GURU MUSIC II (SM-B310E),Samsung OS,Samsung
ERICSSON,BYTWO B101,Symbian OS,Symbian
SAMSUNG,METRO (SM-B313ED),Samsung OS,Samsung
SAMSUNG,GALAXY ACE STYLE (SM-G313HZ),Android,Google
HUAWEI,ASCEND Y511-U30,Android,Google
SONY,XPERIA X (F5122),Android,Google
NOKIA,107 DUAL SIM,Symbian OS,Symbian
OPPO,MIRROR 5 LITE (A33W),Android,Google
QUECTEL WIRELESS,"M26,M35,M50,M72,GC65",Proprietary OS,Proprietary OS
SYMPHONY,R100,Android,Google
SAMSUNG,GALAXY S IV (GT-I9505),Android,Google
XIAOMI,REDMI 5 PLUS (MEG7),Android,Google
SB TEL,"SYMPHONY B12, D115",Proprietary OS,Proprietary OS
NOKIA,130 DS (TA-1017),Proprietary OS,Proprietary OS
SAMSUNG,GALAXY A7 2017 (SM-A720F),Android,Google
ITEL,IT2180,Proprietary OS,Proprietary OS
SYMPHONY,I21,Android,Google
WALTON,"PRIMO EF, NF, R3, RX2, E3",Android,Google
KINGSTAR,"KS-M1,KS-M2,KS-M3,KS-M5,KS-M7",Proprietary OS,Proprietary OS
KINGSTAR,"KS-M1,KS-M2,KS-M3,KS-M5,KS-M7",Proprietary OS,Proprietary OS
MICROMAX,Q354,Android,Google
SAMSUNG,GURU MUSIC II (SM-B310E),Samsung OS,Samsung
SAMSUNG,GALAXY J7 (SM-J730GM DS),Android,Google
OPPO,MIRROR 5 LITE (A33W),Android,Google
SYMPHONY,V100,Android,Google
VSUN,AQUA,Android,Google
SAMSUNG,METRO (SM-B313ED),Samsung OS,Samsung
LAVA,IRIS 505,Android,Google
ALCATEL,PIXI 4 (5045D),Android,Google
SAMSUNG,GURU MUSIC II (SM-B310E),Samsung OS,Samsung
SAMSUNG,GALAXY ON5 2016 (SM-G5700),Android,Google
SAMSUNG,GALAXY J5 2016 (SM-J510GN DS),Android,Google
MAXIMUS,M31,Proprietary OS,Proprietary OS
HUAWEI,MATE 9 LITE (GR5 2017),Android,Google
HUAWEI,ASCEND G700,Android,Google
WALTON,"PRIMO NX2, G6, D6, GH4, E5",Android,Google
NOKIA,"ASHA 206,2060",Series40,Symbian
MICROMAX,P681,Android,Google
WALTON,PRIMO EF6,Android,Google
SAMSUNG,GALAXY J5 DUOS (SM-J500H DS),Android,Google
SAMSUNG,GALAXY J2 DUOS (SM-J200F DS),Android,Google
SAMSUNG,GALAXY A5 DUOS LTE-A (SM-A510FD),Android,Google
SAMSUNG,GALAXY WIN (SHV-E500S),Android,Google
SAMSUNG,GALAXY GRAND PRIME (SM-G530FZ),Android,Google
OPPO,CPH1801,Android,Google
SAMSUNG,GALAXY S III NEO (GT-I9301I),Android,Google
SAMSUNG,GALAXY J7 PRIME2 (SM-G611F DS),Android,Google
SAMSUNG,GALAXY S III NEO (GT-I9301I),Android,Google
MICROMAX,X700,Proprietary OS,Proprietary OS
ERICSSON,BYTWO B201,Symbian OS,Symbian
SAMSUNG,GALAXY J3 2016 DUOS (SM-J320F DS),Android,Google
SAMSUNG,GALAXY S8 PLUS DUOS (SM-G955FD),Android,Google
SAMSUNG,GALAXY J2 PRIME DUOS (SM-G532G DS),Android,Google
SAMSUNG,GALAXY J5 DUOS (SM-J500H DS),Android,Google
SAMSUNG,GALAXY J5 DUOS (SM-J500F DS),Android,Google
SAMSUNG,GALAXY J1 ACE (SM-J106B DL),Android,Google
LG,G3 LTE-A (D855),Android,Google
SYMPHONY,"KT10, T35, FT04, FT32, D31",Proprietary OS,Proprietary OS
HUAWEI,Y9 2018 (FLA-LX2),Android,Google
SAMSUNG,GALAXY GRAND PRIME DUOS (SM-G532F DS),Android,Google
SAMSUNG,GALAXY J2 PRO 2018 (SM-J250F DS),Android,Google
SYMPHONY,"L25, FT42, W130, W69",Proprietary OS,Proprietary OS
XIAOMI,REDMI 4X,Android,Google
WALTON,PRIMO GH6,Android,Google
SYMPHONY,"D26, W128, W71I, W70Q",Proprietary OS,Proprietary OS
HUAWEI,Y3II (LUA-U22),Android,Google
NOKIA,108 DUAL SIM (RM-944),Series30,Symbian
WALTON,PRIMO G7 PLUS,Android,Google
KINGSTAR,"KS-C25,KS-C35,KS-C45,KS-C50,KS-C55",Proprietary OS,Proprietary OS
HUAWEI,Y5II (CUN-L03),Android,Google
HUAWEI,HONOR 8 LITE,Android,Google
SAMSUNG,GALAXY GRAND PRIME DUOS (SM-G530H DS),Android,Google
NOKIA,105 DUAL SIM (RM-1133),Symbian OS,Symbian
SAMSUNG,GALAXY GRAND DUOS (GT-I9082),Android,Google
SAMSUNG,GALAXY GRAND PRIME VE DUOS (SM-G531HDS),Android,Google
XIAOMI,REDMI NOTE 4 (2016102),Android,Google
SAMSUNG,GALAXY J2 (SM-J200H),Android,Google
SYMPHONY,V32,Android,Google
LG,OPTIMUS L3 (E400),Android,Google
SONYERICSSON,XPERIA T2 ULTRA DUAL (XM50H),Android,Google
HOTWAV,VENUS R9,Android,Google
SIERRA WIRELESS,AIR PRIME Q2686,Proprietary OS,Proprietary OS
SYMPHONY,I10 PLUS,Android,Google
MICROMAX,C1,Android,Google
SONYERICSSON,XPERIA Z3 COMPACT LTE-A (D5833),Android,Google
SAMSUNG,GALAXY J1 (SM-J110HDS),Android,Google
SAMSUNG,GALAXY J2 PRIME DUOS (SM-G532G DS),Android,Google
SYMPHONY,V46,Android,Google
LENOVO,TAB 2 A7-30HC,Android,Google
SAMSUNG,GALAXY J2 PRIME DUOS (SM-G532G DS),Android,Google
SAMSUNG,GALAXY GRAND PRIME DUOS (SM-G532F DS),Android,Google
NOKIA,E72-1,Series60,Symbian
SYMPHONY,"L25, FT42, W130, W69",Proprietary OS,Proprietary OS
SYMPHONY,V100,Android,Google
SYMPHONY,"FT01, FT03, FT36, FT37",Proprietary OS,Proprietary OS
SAMSUNG,"GALAXY J8 2018 (SM-J810G,DS)",Android,Google
SYMPHONY,I10,Android,Google
SAMSUNG,GALAXY GRAND PRIME DUOS (SM-G532F DS),Android,Google
OPPO,NEO 7 (A33F),Android,Google
MICROMAX,X328,Proprietary OS,Proprietary OS
SYMPHONY,I10 PLUS,Android,Google
SAMSUNG,GALAXY NOTE 4 LTE-A (SM-N910A),Android,Google
SB TEL,"SYMPHONY B19, E76",Proprietary OS,Proprietary OS
ITEL,P11,Android,Google
ERICSSON,BYTWO M25,Symbian OS,Symbian
NOKIA,"ASHA 206,2060",Series40,Symbian
SAMSUNG,GALAXY GRAND PRIME DUOS (SM-G532F DS),Android,Google
ITEL,S11,Android,Google
GIONEE,"A43,P360,P6,P4S",Android,Google
HUAWEI,Y3II (LUA-U22),Android,Google
HUAWEI,ASCEND Y625-U32,Android,Google
SAMSUNG,GALAXY J7 DUOS LTE (SM-J710GN DS),Android,Google
SYMPHONY,I10,Android,Google
ZTE,MF193,Proprietary OS,Proprietary OS
SYMPHONY,E58,Android,Google
XIAOMI,REDMI NOTE 4X (2016101),Android,Google
SAMSUNG,GALAXY J2 (SM-J200H),Android,Google
MICROMAX,Q354,Android,Google
NOKIA,230 DUAL SIM (RM-1172),Series30,Symbian
NOKIA,1202,Symbian OS,Symbian
SAMSUNG,GALAXY J2 DUOS (SM-J200F DS),Android,Google
SYMPHONY,P6,Android,Google
KINGSTAR,"KS-M1,KS-M2,KS-M3,KS-M5,KS-M7",Proprietary OS,Proprietary OS
SAMSUNG,GALAXY J1 (SM-J110HDS),Android,Google
SAMSUNG,GALAXY J1 (SM-J100H DS),Android,Google
XIAOMI,REDMI 5 (MDG1),Android,Google
NOKIA,"105, 1050 (RM-908)",Series30,Symbian
KINGSTAR,"KS-M1,KS-M2,KS-M3,KS-M5,KS-M7",Proprietary OS,Proprietary OS
QPHONE,"Q10,Q20,Q30,Q40,Q50",Proprietary OS,Proprietary OS
WALTON,PRIMO N3,Android,Google
HUAWEI,Y5II (CUN-L03),Android,Google
WALTON,"PRIMO G5, HM, E4, F5, H4",Android,Google
KINGSTAR,"KS-B20,KS-B21,KS-B23,KS-B24,KS-B25",Proprietary OS,Proprietary OS
ITEL,P32,Android,Google
SAMSUNG,GALAXY J2 PRIME DUOS (SM-G532G DS),Android,Google
ITEL,S11,Android,Google
HTC,DESIRE 526G PLUS DUAL SIM (0PL4100),Android,Google
LAVA,IRIS 505,Android,Google
VIDEOCON,V.STYLE CURVE,SPREADTRUM OS,SPREADTRUM
WALTON,PRIMO NF2,Android,Google
QUECTEL WIRELESS,"M26,M35,M50,M72,GC65",Proprietary OS,Proprietary OS
SYMPHONY,V100,Android,Google
ITEL,S11,Android,Google
SYMPHONY,V110,Android,Google
SB TEL,"BL60, D54I",Proprietary OS,Proprietary OS
SAMSUNG,GURU MUSIC II (SM-B310E),Samsung OS,Samsung
SAMSUNG,GALAXY J1 (SM-J100H),Android,Google
SYMPHONY,V28,Android,Google
SAMSUNG,GALAXY J2 DUOS (SM-J200G DD),Android,Google
SYMPHONY,P7,Android,Google
SAMSUNG,GALAXY J1 (SM-J120H DS),Android,Google
WALTON,PRIMO HM4 PLUS,Android,Google
SAMSUNG,GALAXY J2 (SM-J200H),Android,Google
LG,NEXUS 4 E960,Android,Google
HUAWEI,ASCEND Y600-U20,Android,Google
XIAOMI,MI A1 (MDI2),Android,Google
SAMSUNG,GALAXY J7 PRIME (SM-G610F DS),Android,Google
APPLE,IPHONE 4S (A1387),iOS,Apple
SB TEL,"SYMPHONY B12, D115",Proprietary OS,Proprietary OS
FIVE STAR,"RX-1,RX-2,RX-3,RX-4,RX-5",Proprietary OS,Proprietary OS
SYMPHONY,"W5, W100, B4I, B4",Android,Google
SAMSUNG,METRO (SM-B313ED),Samsung OS,Samsung
ITEL,IT5600,Proprietary OS,Proprietary OS
HUAWEI,Y5 (2017),Android,Google
SYMPHONY,V110,Android,Google
HUAWEI,Y3 (CRO-U00),Android,Google
SAMSUNG,GALAXY J1 ACE DUOS (SM-J111F DS),Android,Google
SAMSUNG,GALAXY STAR PRO DUOS (GT-S7262),Android,Google
LG,F580L GENTLE LTE,Android,Google
SYMPHONY,"V50, H150, V80, B13, M1",Android,Google
SYMPHONY,I50,Android,Google
KINGSTAR,"KS-M1,KS-M2,KS-M3,KS-M5,KS-M7",Proprietary OS,Proprietary OS
OPPO,MIRROR 5 LITE (A33W),Android,Google
SAMSUNG,GALAXY J2 PRIME DUOS (SM-G532G DS),Android,Google
LENOVO,VIBE P1M DUAL SIM TD-LTE,Android,Google
HUAWEI,Y6II (CAM-L21),Android,Google
SYMPHONY,V52,Android,Google
SAMSUNG,GALAXY J2 PRIME DUOS (SM-G532G DS),Android,Google
SAMSUNG,GALAXY CORE II DUOS (SM-G355H),Android,Google
SB TEL,"SYMPHONY B12, D115",Proprietary OS,Proprietary OS
SAMSUNG,GALAXY GRAND PRIME VE DUOS LTE (SM-G531H DD),Android,Google
SAMSUNG,GALAXY GRAND PRIME (SM-G530H),Android,Google
SAMSUNG,GT-I8262 GALAXY DUOS,Android,Google
WINMAX,"BD15,BD25,BD35,BD45",Symbian OS,Symbian
SYMPHONY,V100,Android,Google
NOKIA,"1280, 1282",Symbian OS,Symbian
SAMSUNG,GALAXY S III NEO (GT-I9301I),Android,Google
SAMSUNG,GALAXY J2 (SM-J200H),Android,Google
SAMSUNG,GALAXY J1 MINI PRIME (SM-J106F DS),Android,Google
SAMSUNG,GALAXY J2 (SM-J200H),Android,Google
HUAWEI,Y9 2018 (FLA-LX2),Android,Google
SAMSUNG,GALAXY A5 DUOS LTE-A (SM-A500F DS),Android,Google
LEAGOO,"S553,ELITE 3,ELITE3I,ELITE 3M,ELITE 3S",Android,Google
OCTENN,T3240,Proprietary OS,Proprietary OS
SAMSUNG,GALAXY GRAND PRIME DUOS (SM-G532F DS),Android,Google
SAMSUNG,GALAXY J1 (SM-J110HDD),Android,Google
SAMSUNG,GALAXY TREND II (SM-G318HZDS),Android,Google
SAMSUNG,GALAXY J5 DUOS (SM-J500H DD),Android,Google
OPPO,F1s (A1601),Android,Google
ITEL,S11,Android,Google
OPPO,CPH1729,Android,Google
SAMSUNG,GALAXY J1 (SM-J100F),Android,Google
SYMPHONY,"V50, H150, V80, B13, M1",Android,Google
ITEL,IT5600,Proprietary OS,Proprietary OS
APPLE,IPHONE 7 (A1660),iOS,Apple
INTEX,NANO 2S,Proprietary OS,Proprietary OS
ZTE,MF190,Proprietary OS,Proprietary OS
SYMPHONY,V75,Android,Google
WINMAX,"TIGER X6,TIGER X7,TIGER X8,TIGER X9",Android,Google
WINSTAR,MOBILE PHONE DISCOVERY-6,Android,Google
ASUS,ZENFONE 3 MAX (ZC553KL),Android,Google
HUAWEI,P8 STANDARD EDITION DUAL SIM TD-LTE (GRA-CL00),Android,Google
SAMSUNG,GALAXY J2 PRIME DUOS (SM-G532G DS),Android,Google
WALTON,PRIMO NH2 LITE,Android,Google
SAMSUNG,GALAXY GRAND PRIME DUOS (SM-G532F DS),Android,Google
SYMPHONY,V28,Android,Google
SAMSUNG,GALAXY GRAND (GT-I9060I DS),Android,Google
SAMSUNG,GALAXY GRAND II DUOS (SM-G7102),Android,Google
SAMSUNG,GALAXY CORE PRIME VALUE EDITION LTE (SM-G361F),Android,Google
SAMSUNG,GALAXY GRAND PRIME DUOS (SM-G532F DS),Android,Google
WINSTAR,"W2000,W3000,W4000,W5000,W6000",Proprietary OS,Proprietary OS
SAMSUNG,GALAXY J1 (SM-J110HDD),Android,Google
LAVA,IRIS 605,Android,Google
SYMPHONY,V32,Android,Google
OPPO,F1s (A1601),Android,Google
SAMSUNG,GALAXY S DUOS II (GT-S7582),Android,Google
SAMSUNG,GURU MUSIC II (SM-B310E),Samsung OS,Samsung
STRAWBERRY,"DAISY, SUGAR, SB211, SAVOR,SCENT",Proprietary OS,Proprietary OS
NOKIA,E72-1,Series60,Symbian
WALTON DIGI-TECH,PRIMO GF7,Android,Google
SAMSUNG,GALAXY GRAND PRIME VE DUOS (SM-G531HDS),Android,Google
NOKIA,6300,Symbian OS,Symbian
ITEL,P11,Android,Google
HUAWEI,Y5 PRIME 2018 (DRA-LX2),Android,Google
LENOVO,LENOVO A5600,Android,Google
SAMSUNG,GALAXY J2 2016 (SM-J210F),Android,Google
SYMPHONY,V32,Android,Google
XIAOMI,REDMI NOTE 5A (MDG6),Android,Google
ZTE,MF193,Proprietary OS,Proprietary OS
OPPO,A37 (A37FW),Android,Google
SAMSUNG,GALAXY J1 (SM-J100H DS),Android,Google
SYMPHONY,"D52I, D27, W21",Proprietary OS,Proprietary OS
FIVE STAR,"A101,A102,A103,A104,A105",Proprietary OS,Proprietary OS
SAMSUNG,GALAXY J7 DUOS LTE (SM-J700FDD),Android,Google
OPPO,A1603,Android,Google
SAMSUNG,GALAXY J1 ACE DUOS (SM-J111F DS),Android,Google
XIAOMI,REDMI 5 PLUS,Android,Google
SAMSUNG,GALAXY J7 PRIME (SM-G610F DS),Android,Google
ASUS,ZENFONE 2 LASER DUAL SIM LTE (ZE500KL),Android,Google
LENOVO,IDEATAB A1000,Android,Google
SAMSUNG,GALAXY GRAND (GT-I9060I DS),Android,Google
WALTON,PRIMO E8,Android,Google
SYMPHONY,"W15I, W31, D32I",Android,Google
SAMSUNG,GALAXY GRAND PRIME DUOS (SM-G532F DS),Android,Google
HUAWEI,Y3II (LUA-L03),Android,Google
SYMPHONY,H300,Android,Google
SYMPHONY,V52,Android,Google
SAMSUNG,GALAXY J7 DUOS LTE (SM-J710F DS),Android,Google
NOKIA,7610,Series60,Symbian
SAMSUNG,GALAXY NOTE III NEO (SM-N750),Android,Google
WALTON,"OLVIO ML4, L16, ML5, MM11, MM12",Proprietary OS,Proprietary OS
HTC,DESIRE DUAL SIM (728G),Android,Google
NOKIA,"112, 1120",Series40,Symbian
KINGSTAR,"KS-M1,KS-M2,KS-M3,KS-M5,KS-M7",Proprietary OS,Proprietary OS
WINMAX,"WX14,WX15,WX16,WX17",Proprietary OS,Proprietary OS
OPPO,JOY 3 (A11W),Android,Google
SYMPHONY,E58,Android,Google
SYMPHONY,ROAR E79,Android,Google
SAMSUNG,GALAXY S DUOS II (GT-S7582),Android,Google
KINGSTAR,"KS-M1,KS-M2,KS-M3,KS-M5,KS-M7",Proprietary OS,Proprietary OS
SAMSUNG,GALAXY J7 (SM-J701F DS),Android,Google
ITEL,S11 PLUS,Android,Google
SYMPHONY,V32,Android,Google
LAVA,IRIS 50,Android,Google
SAMSUNG,GALAXY S DUOS II (GT-S7582),Android,Google
SAMSUNG,GALAXY GRAND PRIME DUOS (SM-G532F DS),Android,Google
HUAWEI,Y3II (LUA-L03),Android,Google
HUAWEI,Y9 2018 (FLA-LX2),Android,Google
SAMSUNG,GURU MUSIC II (SM-B310E),Samsung OS,Samsung
LAVA,IRIS 505,Android,Google
WESTERN,"D15,D16,D17,D18",Symbian OS,Symbian
APPLE,IPHONE 4S (A1387),iOS,Apple
SAMSUNG,GALAXY ON5 (SM-G5500),Android,Google
HUAWEI,Y5 2017 (MYA-L22),Android,Google
SAMSUNG,GALAXY J2 (SM-J200H),Android,Google
SYMPHONY,"L25, FT42, W130, W69",Proprietary OS,Proprietary OS
KINGSTAR,"KS-M1,KS-M2,KS-M3,KS-M5,KS-M7",Proprietary OS,Proprietary OS
SAMSUNG,GALAXY J1 ACE (SM-J106H DS),Android,Google
SYMPHONY,V110,Android,Google
OPPO,A37 (A37F),Android,Google
LAVA,IRIS 50,Android,Google
SAMSUNG,GALAXY J7 (SM-J701F DS),Android,Google
SAMSUNG,GALAXY J3 2016 (SM-J320A),Android,Google
ITEL,IT5020,Proprietary OS,Proprietary OS
SAMSUNG,GALAXY CORE PLUS (SM-G350),Android,Google
SAMSUNG,METRO (SM-B313ED),Samsung OS,Samsung
XIAOMI,REDMI 5 (MDG1),Android,Google
SAMSUNG,GURU MUSIC II (SM-B310E),Samsung OS,Samsung
SAMSUNG,GALAXY J2 DUOS (SM-J200F DS),Android,Google
NOKIA,X1-01 (RM-713),Symbian OS,Symbian
SAMSUNG,GALAXY GRAND DUOS (GT-I9082),Android,Google
SYMPHONY,P7,Android,Google
OPPO,CPH 1717,Android,Google
XIAOMI,REDMI NOTE 5A (MDG6),Android,Google
NOKIA,105 DS (TA-1034),Symbian OS,Symbian
SAMSUNG,GALAXY TAB 3 V,Android,Google
NOKIA,107 DUAL SIM,Symbian OS,Symbian
APPLE,IPHONE 5S (A1533),iOS,Apple
SIEMENS,A31,Siemens OS,Siemens
HUAWEI,Y3II (LUA-L03),Android,Google
HUAWEI,Y3 DUAL SIM Y360-U61,Android,Google
XIAOMI,REDMI 5 (MDG1),Android,Google
SB TEL,"SYMPHONY B12, D115",Proprietary OS,Proprietary OS
SAMSUNG,GALAXY GRAND NEO PLUS (GT-I9060I),Android,Google
SYMPHONY,H400,Android,Google
